date,temperature_avg,temperature_max,temperature_min,rainfall,humidity,wind_speed
2020-03-25,27.52,35.55,19.2,0.0,46.03,3.14
2020-03-26,27.58,36.54,19.01,0.0,44.67,3.49
2020-03-27,26.97,36.16,18.62,0.0,45.85,3.25
2020-03-28,26.95,37.03,17.4,0.0,36.73,2.97
2020-03-29,27.1,36.95,17.07,0.0,32.77,2.82
2020-03-30,27.53,37.32,18.18,0.0,32.87,3.42
2020-03-31,27.62,37.34,17.53,0.0,34.73,3.24
2020-04-01,28.3,37.69,18.43,0.0,37.97,2.98
2020-04-02,29.21,38.02,20.29,0.0,38.23,2.91
2020-04-03,28.88,37.53,21.25,0.0,39.58,3.38
2020-04-04,28.27,38.12,18.55,0.0,41.6,2.8
2020-04-05,29.15,37.8,20.81,0.1,47.38,2.94
2020-04-06,28.42,34.6,22.95,2.52,53.76,1.9
2020-04-07,24.66,28.24,22.11,7.19,64.53,2.0
2020-04-08,27.53,34.39,19.85,0.95,53.9,0.78
2020-04-09,26.7,33.35,21.92,9.77,61.57,2.28
2020-04-10,26.86,34.51,20.4,0.41,55.4,2.77
2020-04-11,26.52,34.51,19.9,0.0,55.21,2.96
2020-04-12,27.21,35.36,19.84,0.0,47.92,2.76
2020-04-13,27.78,36.28,19.79,0.0,41.07,3.32
2020-04-14,27.54,36.8,18.52,0.0,35.37,3.76
2020-04-15,27.19,36.85,17.33,0.0,38.87,2.76
2020-04-16,28.34,37.13,18.91,0.0,45.84,3.02
2020-04-17,29.48,37.86,21.32,0.0,46.87,3.26
2020-04-18,29.78,37.98,21.81,0.0,45.41,3.6
2020-04-19,29.34,37.7,22.27,0.0,46.8,3.81
2020-04-20,28.78,37.56,20.62,0.0,45.44,3.56
2020-04-21,28.88,38.3,18.92,0.0,39.62,2.36
2020-04-22,29.84,36.8,21.46,0.0,46.22,2.43
2020-04-23,30.2,36.12,24.62,1.45,47.33,2.07
2020-04-24,28.8,34.62,23.51,2.17,55.44,1.81
2020-04-25,27.87,33.72,24.7,0.79,62.28,1.78
2020-04-26,28.37,35.59,23.72,1.76,56.88,2.96
2020-04-27,27.47,33.02,23.45,1.09,60.22,2.03
2020-04-28,26.61,33.55,22.53,21.68,71.49,2.16
2020-04-29,23.42,26.2,21.12,11.6,79.26,2.53
2020-04-30,27.24,35.16,19.94,0.02,60.38,2.07
2020-05-01,27.99,35.3,21.56,0.7,60.05,1.8
2020-05-02,28.72,35.77,22.43,0.05,57.0,1.6
2020-05-03,28.56,35.13,22.23,0.25,55.36,1.95
2020-05-04,29.79,37.13,23.27,0.06,49.48,2.2
2020-05-05,29.44,36.36,24.14,0.0,50.8,2.33
2020-05-06,28.44,34.72,22.73,0.12,55.64,2.17
2020-05-07,28.37,34.05,23.28,0.4,59.4,1.36
2020-05-08,28.37,34.15,22.55,0.13,57.61,2.02
2020-05-09,29.52,36.72,22.85,0.0,49.17,2.9
2020-05-10,28.75,35.34,22.57,0.0,49.7,3.23
2020-05-11,28.58,35.88,21.84,0.0,49.49,3.18
2020-05-12,27.77,33.99,22.87,0.0,53.57,2.67
2020-05-13,29.06,37.3,20.58,0.04,39.19,2.15
2020-05-14,29.42,35.15,23.99,0.03,46.45,2.6
2020-05-15,30.03,38.69,23.07,0.0,39.97,2.57
2020-05-16,30.25,37.23,22.62,0.0,40.33,2.87
2020-05-17,28.65,35.0,24.55,2.51,54.06,2.28
2020-05-18,25.75,30.41,21.99,2.34,70.22,5.31
2020-05-19,27.45,34.57,22.04,0.17,61.87,5.46
2020-05-20,28.54,36.38,22.27,0.0,57.06,4.35
2020-05-21,28.75,36.69,21.66,0.95,55.83,3.61
2020-05-22,28.85,37.49,21.06,0.02,49.33,3.67
2020-05-23,30.62,38.35,22.06,0.0,42.06,1.73
2020-05-24,30.82,36.89,25.47,4.31,45.97,2.38
2020-05-25,28.98,35.09,23.62,3.89,61.46,1.5
2020-05-26,28.8,35.32,23.1,3.2,64.73,1.75
2020-05-27,27.39,32.48,23.32,9.34,73.56,1.88
2020-05-28,27.16,31.96,22.74,5.72,71.57,1.88
2020-05-29,24.53,28.11,22.22,20.41,80.29,2.52
2020-05-30,25.68,30.45,21.33,1.5,72.94,1.32
2020-05-31,26.36,32.1,21.78,0.46,70.31,2.35
2020-06-01,25.15,28.66,22.06,2.68,77.56,2.49
2020-06-02,25.15,29.67,21.76,0.43,72.43,3.09
2020-06-03,24.3,28.35,21.54,0.03,77.64,3.56
2020-06-04,24.02,28.34,21.22,0.0,78.72,3.49
2020-06-05,25.25,30.74,20.45,0.55,71.74,3.42
2020-06-06,24.44,30.33,20.17,3.83,75.63,3.29
2020-06-07,25.87,33.36,20.14,0.24,66.94,3.85
2020-06-08,25.05,30.67,21.08,0.03,65.29,4.27
2020-06-09,25.28,32.41,18.92,0.0,60.98,4.02
2020-06-10,25.65,32.36,20.54,0.85,69.2,4.73
2020-06-11,23.66,28.05,20.26,4.2,79.47,4.75
2020-06-12,23.45,28.61,19.48,7.75,74.27,5.66
2020-06-13,24.58,31.47,19.67,0.64,67.73,5.48
2020-06-14,24.0,29.98,19.24,0.14,70.56,5.88
2020-06-15,25.78,33.0,20.63,0.32,69.53,4.97
2020-06-16,25.49,31.47,21.4,0.09,71.59,4.86
2020-06-17,24.61,29.48,21.76,0.13,75.14,4.41
2020-06-18,24.59,30.97,20.32,0.03,71.15,4.55
2020-06-19,24.38,29.62,20.25,0.01,70.6,4.07
2020-06-20,24.55,29.82,20.24,0.01,68.52,4.1
2020-06-21,25.11,31.63,19.94,1.85,69.26,4.0
2020-06-22,24.33,29.67,20.26,1.16,70.86,4.32
2020-06-23,24.07,31.12,18.92,7.12,66.03,3.79
2020-06-24,24.52,31.49,19.34,25.58,71.79,2.91
2020-06-25,23.82,29.01,20.6,47.52,81.57,1.45
2020-06-26,24.3,28.76,20.65,5.25,80.08,2.01
2020-06-27,23.79,27.1,20.81,35.49,84.36,2.46
2020-06-28,23.98,27.82,21.06,11.97,85.66,2.92
2020-06-29,23.74,26.9,21.08,7.08,86.5,2.43
2020-06-30,23.74,28.25,21.0,8.13,83.26,2.95
2020-07-01,23.0,26.8,19.71,0.0,81.09,3.67
2020-07-02,22.14,26.75,19.07,3.94,82.79,4.67
2020-07-03,22.49,26.94,19.17,9.97,84.76,4.32
2020-07-04,23.18,28.19,19.49,2.67,79.35,5.32
2020-07-05,22.36,27.3,19.13,0.76,79.64,4.75
2020-07-06,23.37,28.79,19.05,0.19,79.56,4.35
2020-07-07,23.2,28.32,20.2,0.76,80.51,4.4
2020-07-08,22.58,25.39,20.44,8.26,87.31,2.5
2020-07-09,22.4,25.45,19.27,35.45,87.5,2.27
2020-07-10,22.89,27.43,19.09,9.28,82.82,2.55
2020-07-11,22.67,26.42,19.77,0.67,83.92,2.32
2020-07-12,23.64,27.76,20.33,3.42,83.22,2.65
2020-07-13,22.78,26.17,19.81,1.13,84.59,2.68
2020-07-14,22.95,26.56,20.09,0.28,85.22,3.16
2020-07-15,22.87,27.32,19.84,5.46,83.14,4.02
2020-07-16,22.76,27.22,19.4,7.52,83.55,3.9
2020-07-17,22.76,26.77,19.95,0.25,83.34,3.29
2020-07-18,23.48,28.21,19.6,8.63,82.59,2.17
2020-07-19,23.63,26.83,20.19,12.23,81.2,1.89
2020-07-20,23.17,26.59,20.66,9.86,87.36,2.05
2020-07-21,23.83,28.5,19.96,0.38,81.11,1.8
2020-07-22,23.77,28.33,20.25,0.81,82.51,2.16
2020-07-23,23.25,26.3,20.7,11.96,85.64,0.86
2020-07-24,23.35,27.3,20.54,10.01,83.97,1.98
2020-07-25,22.66,26.62,19.97,7.82,83.72,1.69
2020-07-26,22.35,26.23,19.71,0.39,83.94,2.89
2020-07-27,23.24,28.3,18.94,1.55,80.8,3.24
2020-07-28,23.29,27.61,19.86,7.59,84.96,2.67
2020-07-29,22.27,24.78,20.58,1.59,88.98,2.45
2020-07-30,22.73,25.96,20.32,5.26,90.38,2.19
2020-07-31,23.08,27.12,19.98,7.3,85.49,2.27
2020-08-01,22.58,26.11,20.13,31.93,87.63,3.07
2020-08-02,22.03,24.57,19.3,4.17,89.32,3.99
2020-08-03,22.73,26.91,19.15,1.49,85.0,4.93
2020-08-04,22.3,25.97,20.05,2.87,83.42,6.1
2020-08-05,22.59,26.26,20.17,2.86,83.12,7.06
2020-08-06,23.96,28.55,20.81,0.79,81.94,5.67
2020-08-07,23.56,27.43,20.81,0.19,83.79,5.04
2020-08-08,22.51,26.38,20.02,4.44,84.63,4.61
2020-08-09,21.87,25.28,19.31,4.99,86.26,4.2
2020-08-10,22.33,26.5,19.15,0.46,86.08,3.26
2020-08-11,22.97,27.59,19.83,3.18,83.58,3.83
2020-08-12,22.65,26.75,19.6,0.05,84.96,3.9
2020-08-13,22.65,27.03,19.53,0.02,84.07,3.78
2020-08-14,22.6,27.13,19.45,0.01,83.16,4.17
2020-08-15,22.95,28.93,19.22,0.02,81.8,4.34
2020-08-16,23.08,27.47,19.72,0.24,83.38,3.85
2020-08-17,23.19,27.87,19.33,1.48,83.77,3.61
2020-08-18,23.43,28.54,19.88,1.21,83.48,3.6
2020-08-19,23.23,28.52,19.52,0.22,83.9,3.55
2020-08-20,23.11,28.07,19.43,0.01,83.62,3.59
2020-08-21,23.48,28.59,19.52,0.04,83.13,3.24
2020-08-22,23.57,28.16,19.75,7.57,84.3,2.79
2020-08-23,23.27,27.5,19.43,9.1,85.14,2.22
2020-08-24,23.91,28.42,19.69,8.34,81.95,1.74
2020-08-25,24.36,28.23,20.7,0.01,78.41,1.69
2020-08-26,23.34,26.74,20.43,4.47,83.14,1.73
2020-08-27,23.27,27.23,20.35,1.03,81.86,2.07
2020-08-28,23.72,28.91,19.42,0.0,77.83,2.35
2020-08-29,24.32,29.67,19.77,0.0,78.54,2.35
2020-08-30,23.94,27.46,20.64,7.28,82.97,1.83
2020-08-31,23.69,27.7,20.83,9.41,84.14,1.95
2020-09-01,22.44,24.74,20.69,7.55,89.98,3.01
2020-09-02,22.4,25.08,20.59,22.14,91.18,3.0
2020-09-03,22.88,26.94,19.66,6.71,87.99,2.03
2020-09-04,23.86,28.5,19.88,2.05,84.27,1.65
2020-09-05,24.15,28.8,20.32,0.98,83.49,1.74
2020-09-06,23.79,27.74,20.42,0.69,86.35,1.52
2020-09-07,23.32,27.29,20.13,9.06,87.11,2.43
2020-09-08,23.73,28.05,19.84,9.51,82.57,1.35
2020-09-09,23.29,27.36,19.76,20.55,86.64,1.98
2020-09-10,22.0,24.84,19.67,6.35,89.57,1.7
2020-09-11,21.92,24.69,19.63,1.35,88.22,3.8
2020-09-12,21.25,25.5,18.75,4.1,88.17,3.68
2020-09-13,20.61,24.94,17.3,10.54,86.31,3.91
2020-09-14,21.65,27.27,17.91,12.56,82.84,4.36
2020-09-15,22.46,28.09,17.93,1.74,84.51,3.63
2020-09-16,22.9,27.74,19.58,0.09,85.4,3.41
2020-09-17,22.86,27.77,19.36,0.72,84.72,3.26
2020-09-18,22.39,26.58,19.55,7.11,86.2,4.01
2020-09-19,22.23,26.45,19.31,6.38,87.62,4.03
2020-09-20,20.89,24.98,18.01,4.0,87.42,5.39
2020-09-21,20.96,25.1,18.2,1.35,84.69,5.59
2020-09-22,20.78,25.78,17.71,0.14,81.51,4.85
2020-09-23,21.84,27.8,16.26,0.03,81.49,3.77
2020-09-24,22.16,27.07,18.65,0.01,82.21,3.01
2020-09-25,21.62,25.58,18.19,18.02,87.8,1.72
2020-09-26,20.56,23.21,18.52,1.63,90.92,2.99
2020-09-27,21.91,26.53,18.56,0.03,86.51,2.08
2020-09-28,23.13,28.09,18.69,1.71,84.05,1.91
2020-09-29,22.87,26.91,20.07,33.52,88.84,2.38
2020-09-30,21.98,24.97,20.01,5.92,89.06,2.57
2020-10-01,21.7,26.69,18.54,0.12,83.0,2.98
2020-10-02,22.67,27.95,17.7,1.88,83.55,1.77
2020-10-03,22.32,26.18,19.86,2.14,87.43,2.96
2020-10-04,21.21,24.82,19.15,1.59,88.17,2.84
2020-10-05,22.19,27.28,18.95,0.03,83.11,2.69
2020-10-06,22.85,28.37,18.2,1.59,83.22,1.93
2020-10-07,23.07,27.75,18.94,1.9,85.24,1.95
2020-10-08,22.61,26.65,19.1,1.3,83.94,1.3
2020-10-09,23.04,27.53,19.27,12.26,82.39,0.71
2020-10-10,22.27,25.21,20.17,37.01,92.1,1.97
2020-10-11,21.59,25.11,19.54,4.17,89.92,2.76
2020-10-12,21.72,26.14,18.81,15.35,89.01,3.54
2020-10-13,21.1,23.94,18.99,4.78,92.11,3.67
2020-10-14,21.4,26.19,18.41,0.44,86.4,4.5
2020-10-15,21.76,26.75,18.56,0.13,87.14,3.34
2020-10-16,22.2,27.33,18.55,0.09,85.7,2.06
2020-10-17,21.89,26.06,17.81,2.76,80.82,1.26
2020-10-18,22.34,26.77,18.55,3.25,86.43,1.18
2020-10-19,22.12,25.22,19.78,14.6,90.27,1.43
2020-10-20,22.16,25.76,19.65,19.0,89.89,1.46
2020-10-21,22.28,26.54,19.72,13.07,89.87,1.6
2020-10-22,22.08,26.32,19.0,9.18,89.96,1.41
2020-10-23,22.14,25.42,19.79,3.49,90.8,1.27
2020-10-24,22.48,26.28,19.73,4.6,88.97,1.28
2020-10-25,22.88,27.2,19.29,1.02,82.45,0.75
2020-10-26,22.66,27.3,18.52,0.05,83.5,1.25
2020-10-27,21.55,27.12,16.65,0.0,84.09,1.7
2020-10-28,21.29,26.7,17.65,0.0,84.62,1.92
2020-10-29,20.89,26.04,16.97,1.32,86.68,1.98
2020-10-30,21.39,26.61,16.99,0.15,82.93,1.7
2020-10-31,21.95,27.48,17.94,0.0,78.4,1.3
2020-11-01,22.27,27.74,17.51,0.01,79.5,1.02
2020-11-02,22.58,27.55,18.45,0.29,83.66,1.2
2020-11-03,22.59,27.78,18.42,0.01,84.78,1.66
2020-11-04,22.92,27.44,18.85,0.02,86.05,1.68
2020-11-05,22.52,26.92,19.4,5.46,85.14,2.02
2020-11-06,22.45,27.54,18.56,3.69,84.81,1.84
2020-11-07,22.78,27.29,19.33,0.68,86.83,2.04
2020-11-08,22.39,26.78,19.36,0.96,87.45,2.61
2020-11-09,21.04,26.71,16.64,0.04,84.98,2.16
2020-11-10,18.78,25.67,13.08,0.0,80.12,2.06
2020-11-11,19.53,26.4,11.99,5.59,87.42,2.46
2020-11-12,21.62,25.55,18.49,5.94,90.33,2.55
2020-11-13,21.97,26.42,19.1,7.06,88.69,2.75
2020-11-14,21.82,26.71,18.4,0.62,87.42,2.94
2020-11-15,22.17,27.71,17.88,6.84,89.26,2.96
2020-11-16,21.84,25.51,19.57,8.59,90.03,2.88
2020-11-17,21.55,26.24,18.31,3.42,88.11,2.93
2020-11-18,21.71,26.4,18.68,0.25,87.6,2.34
2020-11-19,21.53,26.48,17.71,0.02,86.34,2.58
2020-11-20,20.59,26.36,15.98,0.0,83.11,2.18
2020-11-21,19.0,25.92,14.45,0.0,77.15,1.6
2020-11-22,18.12,25.78,12.75,0.0,75.36,1.62
2020-11-23,18.26,25.47,11.19,0.0,81.3,1.74
2020-11-24,20.32,25.32,15.98,0.06,87.02,2.24
2020-11-25,21.03,25.96,17.82,3.83,88.48,3.41
2020-11-26,19.14,20.76,17.97,41.51,94.28,5.85
2020-11-27,19.59,24.32,17.05,2.58,89.7,3.75
2020-11-28,20.54,25.55,16.71,1.08,87.51,2.23
2020-11-29,20.98,25.96,17.66,0.39,87.76,2.49
2020-11-30,20.7,25.49,17.35,0.31,86.76,2.81
2020-12-01,19.59,24.76,15.88,0.0,82.3,2.46
2020-12-02,19.78,25.95,15.47,1.09,83.6,2.9
2020-12-03,19.92,23.66,16.52,5.53,91.82,3.49
2020-12-04,20.71,23.82,18.03,2.61,91.11,3.36
2020-12-05,21.06,25.98,17.0,1.22,87.34,2.97
2020-12-06,21.54,26.31,18.67,4.91,88.1,3.33
2020-12-07,21.78,26.45,18.78,6.05,88.47,3.29
2020-12-08,21.34,25.92,18.43,3.41,88.22,3.09
2020-12-09,21.25,26.4,17.73,1.06,87.39,2.66
2020-12-10,19.48,25.75,15.03,0.01,79.21,1.75
2020-12-11,18.85,25.95,14.31,0.0,78.66,1.66
2020-12-12,18.4,25.37,13.46,0.0,79.62,1.68
2020-12-13,18.5,25.56,12.11,0.0,79.33,1.41
2020-12-14,18.94,25.8,13.92,0.0,81.44,1.83
2020-12-15,18.89,24.79,13.64,0.0,81.72,2.41
2020-12-16,20.52,26.07,16.25,0.54,85.5,2.6
2020-12-17,20.94,26.22,17.49,0.06,86.22,2.84
2020-12-18,19.42,23.14,16.73,0.0,86.32,2.52
2020-12-19,19.85,25.71,15.56,0.0,85.2,2.87
2020-12-20,19.09,25.02,14.53,0.0,82.98,2.9
2020-12-21,17.2,24.57,12.16,0.0,81.97,2.46
2020-12-22,18.04,25.39,11.95,0.0,79.68,2.02
2020-12-23,19.19,25.9,14.51,0.0,79.83,1.8
2020-12-24,20.14,27.11,14.64,0.0,81.48,1.78
2020-12-25,20.11,26.75,15.56,0.0,82.8,2.13
2020-12-26,18.68,26.13,14.09,0.0,80.49,2.21
2020-12-27,18.28,26.23,12.61,0.0,79.97,1.96
2020-12-28,18.67,26.34,12.76,0.0,74.68,1.38
2020-12-29,19.89,26.63,14.37,0.05,78.82,2.28
2020-12-30,21.09,27.23,16.2,0.98,84.03,2.81
2020-12-31,21.08,26.98,17.12,1.17,84.78,3.42
2021-01-01,18.87,25.42,14.85,0.16,81.29,2.95
2021-01-02,19.86,26.4,14.14,0.29,84.14,2.71
2021-01-03,20.95,27.02,16.48,0.15,82.54,2.92
2021-01-04,21.01,27.06,17.1,0.06,80.6,3.27
2021-01-05,20.98,26.13,16.89,0.48,86.53,2.57
2021-01-06,21.7,26.76,17.87,13.31,86.4,2.32
2021-01-07,21.16,25.55,18.56,4.22,87.96,2.27
2021-01-08,22.02,27.48,18.06,0.16,85.13,2.38
2021-01-09,22.21,27.51,18.68,0.05,83.32,2.7
2021-01-10,21.39,26.81,17.63,0.0,82.98,2.64
2021-01-11,20.86,26.05,17.68,0.01,82.66,2.53
2021-01-12,20.05,25.22,15.83,0.09,82.01,3.19
2021-01-13,20.66,27.56,16.48,0.12,77.67,3.26
2021-01-14,20.41,26.53,15.51,0.22,79.63,2.84
2021-01-15,21.23,28.22,16.79,0.04,76.72,2.7
2021-01-16,21.45,29.03,16.55,0.0,72.58,2.43
2021-01-17,21.12,29.58,15.34,0.0,74.65,2.43
2021-01-18,20.16,28.49,14.09,0.0,73.55,2.73
2021-01-19,20.17,28.03,14.73,0.0,74.28,2.29
2021-01-20,20.87,29.44,14.01,0.0,71.24,1.31
2021-01-21,22.27,30.23,15.83,0.0,71.25,0.9
2021-01-22,22.55,29.94,17.5,0.0,72.91,1.82
2021-01-23,21.83,29.4,16.68,0.0,71.33,1.86
2021-01-24,21.05,29.59,15.39,0.0,69.06,1.78
2021-01-25,19.72,29.13,13.23,0.0,66.74,2.12
2021-01-26,19.64,29.59,12.07,0.0,61.53,2.08
2021-01-27,19.19,28.69,10.67,0.0,65.51,2.33
2021-01-28,20.04,28.46,13.8,0.0,68.92,2.88
2021-01-29,21.06,29.41,14.2,0.0,69.02,2.61
2021-01-30,21.74,30.05,14.14,0.0,67.06,1.97
2021-01-31,21.63,30.17,15.88,0.0,62.62,2.85
2021-02-01,20.36,29.46,12.57,0.0,60.89,2.99
2021-02-02,20.87,29.38,14.53,0.0,66.47,3.1
2021-02-03,21.49,29.34,15.56,0.0,68.2,2.86
2021-02-04,21.07,29.62,14.66,0.0,63.85,2.41
2021-02-05,20.61,30.24,13.28,0.0,63.04,2.06
2021-02-06,20.6,30.43,13.4,0.0,60.9,2.66
2021-02-07,20.16,29.83,12.33,0.0,50.85,3.05
2021-02-08,19.81,29.62,11.48,0.0,58.62,2.97
2021-02-09,19.69,29.23,12.71,0.0,61.61,3.03
2021-02-10,19.5,30.38,10.0,0.0,55.57,2.25
2021-02-11,20.07,30.53,12.24,0.0,58.48,2.42
2021-02-12,20.3,30.86,12.48,0.0,57.87,2.47
2021-02-13,20.54,30.93,13.25,0.0,57.24,2.26
2021-02-14,20.8,31.08,12.75,0.0,55.54,1.6
2021-02-15,21.85,31.57,13.35,0.0,55.69,1.41
2021-02-16,22.52,31.56,13.59,0.0,57.46,1.92
2021-02-17,22.71,31.52,15.65,0.0,56.9,2.75
2021-02-18,22.23,30.38,16.56,0.01,60.86,3.45
2021-02-19,22.06,30.17,16.33,6.02,62.7,2.82
2021-02-20,21.47,28.06,17.06,9.12,73.36,3.22
2021-02-21,20.95,25.11,17.71,2.17,74.29,3.69
2021-02-22,22.36,30.65,15.56,0.15,63.27,2.21
2021-02-23,23.46,32.03,16.58,0.03,61.13,2.42
2021-02-24,23.55,32.84,15.98,0.0,57.56,1.94
2021-02-25,23.98,33.44,15.88,0.0,54.32,1.87
2021-02-26,23.89,33.41,15.59,0.0,50.27,1.76
2021-02-27,24.5,33.68,15.72,0.0,49.84,2.08
2021-02-28,24.14,33.58,16.07,0.0,48.03,2.89
2021-03-01,23.39,33.3,15.22,0.0,50.3,2.27
2021-03-02,23.94,32.92,15.85,0.0,51.82,2.86
2021-03-03,23.73,33.19,15.45,0.0,45.48,3.21
2021-03-04,22.64,32.64,13.77,0.0,48.88,3.4
2021-03-05,23.17,34.07,13.15,0.0,47.2,2.17
2021-03-06,24.47,35.11,15.89,0.0,46.94,2.07
2021-03-07,24.6,34.62,15.19,0.0,49.87,2.26
2021-03-08,24.44,34.2,16.23,0.0,49.27,2.9
2021-03-09,24.54,34.11,15.25,0.0,48.44,3.25
2021-03-10,25.74,34.44,18.27,0.0,53.42,2.16
2021-03-11,26.65,34.47,19.32,0.03,51.34,2.92
2021-03-12,25.5,34.14,18.91,0.04,45.2,2.88
2021-03-13,24.75,34.57,14.13,0.0,45.44,2.71
2021-03-14,25.4,35.1,16.49,0.0,47.05,2.9
2021-03-15,25.79,35.37,16.98,0.0,43.48,2.14
2021-03-16,26.34,35.76,17.56,0.0,41.85,2.48
2021-03-17,26.25,35.29,17.43,0.0,38.61,2.89
2021-03-18,25.43,33.63,18.06,0.0,46.56,3.07
2021-03-19,25.29,34.66,17.2,0.0,41.81,3.09
2021-03-20,25.85,35.07,17.17,0.0,36.75,3.08
2021-03-21,26.3,35.68,17.24,0.0,37.38,2.81
2021-03-22,27.02,35.85,18.51,0.0,38.25,2.89
2021-03-23,27.4,37.16,17.71,0.0,42.89,2.91
2021-03-24,27.75,36.88,17.85,0.0,43.64,3.09
2021-03-25,27.68,34.99,19.82,0.02,40.0,2.74
2021-03-26,28.31,37.2,20.93,0.0,39.19,3.3
2021-03-27,26.96,35.35,18.42,0.0,47.38,3.02
2021-03-28,26.84,34.26,19.8,0.0,46.37,2.32
2021-03-29,28.28,36.91,20.58,0.0,41.15,2.67
2021-03-30,29.12,36.89,21.07,0.0,37.04,2.86
2021-03-31,30.7,39.25,22.25,0.0,29.83,2.48
2021-04-01,29.02,38.12,20.69,0.0,30.24,3.05
2021-04-02,28.95,37.79,18.97,0.0,30.31,2.57
2021-04-03,30.67,38.28,21.77,0.0,31.43,1.74
2021-04-04,30.1,37.14,23.51,0.15,32.16,2.56
2021-04-05,30.06,37.84,22.09,0.15,38.93,2.83
2021-04-06,28.84,36.96,20.55,0.0,44.42,3.33
2021-04-07,29.07,37.56,19.89,0.0,38.33,2.84
2021-04-08,28.62,37.5,19.41,0.0,31.95,3.18
2021-04-09,28.41,37.11,19.78,0.0,37.74,3.23
2021-04-10,28.21,36.78,19.89,0.0,44.51,3.81
2021-04-11,28.45,36.4,20.84,0.0,47.89,3.16
2021-04-12,28.5,36.77,21.08,1.77,50.64,3.16
2021-04-13,27.98,35.19,21.13,1.49,51.56,2.76
2021-04-14,26.99,32.47,22.5,6.21,57.58,1.58
2021-04-15,24.89,30.31,21.43,13.55,73.13,1.47
2021-04-16,26.11,32.95,19.88,0.15,63.5,2.21
2021-04-17,26.98,33.66,20.38,0.01,59.81,1.78
2021-04-18,27.32,34.26,21.11,0.0,56.76,2.05
2021-04-19,27.3,33.32,21.6,0.51,60.5,1.37
2021-04-20,26.79,32.32,21.52,0.91,61.44,1.51
2021-04-21,26.57,31.47,22.03,5.12,66.22,1.16
2021-04-22,27.07,33.62,21.3,0.91,61.35,0.99
2021-04-23,25.97,30.67,20.92,25.15,66.39,1.14
2021-04-24,26.57,32.8,21.31,5.78,65.13,1.12
2021-04-25,27.16,34.37,21.9,1.04,59.96,2.41
2021-04-26,25.62,31.17,21.49,0.02,65.95,1.95
2021-04-27,26.66,34.06,19.57,0.0,61.03,1.7
2021-04-28,27.07,33.74,21.63,0.01,58.54,1.92
2021-04-29,27.76,34.95,21.41,0.05,55.64,1.88
2021-04-30,26.77,32.84,21.24,0.95,61.4,1.99
2021-05-01,26.69,33.33,21.36,2.14,64.91,2.51
2021-05-02,26.86,33.48,20.99,0.04,62.4,1.81
2021-05-03,27.28,33.96,21.76,0.11,60.82,2.14
2021-05-04,27.55,33.79,21.93,0.03,61.03,2.19
2021-05-05,28.23,35.45,22.24,0.02,58.02,2.27
2021-05-06,28.07,35.27,21.81,0.01,57.91,2.83
2021-05-07,27.79,35.07,22.02,1.44,59.65,2.99
2021-05-08,27.96,35.37,21.78,0.0,57.84,2.82
2021-05-09,28.64,35.88,22.22,0.01,56.78,2.17
2021-05-10,28.4,34.72,22.78,0.26,59.52,1.94
2021-05-11,27.27,31.19,23.4,0.23,66.44,1.46
2021-05-12,27.02,31.89,22.85,13.46,70.17,1.24
2021-05-13,26.0,30.22,22.86,7.8,75.75,1.18
2021-05-14,27.2,35.06,21.45,2.78,65.0,3.49
2021-05-15,24.81,29.82,21.25,0.96,75.47,4.59
2021-05-16,25.6,31.04,21.76,0.14,74.03,4.32
2021-05-17,26.98,34.14,20.81,0.26,67.47,2.71
2021-05-18,26.55,32.14,21.67,0.45,68.18,2.66
2021-05-19,25.33,29.51,22.05,75.59,80.84,2.74
2021-05-20,24.37,28.7,21.19,20.55,79.53,2.52
2021-05-21,23.76,28.61,20.25,14.05,80.22,2.75
2021-05-22,24.23,30.19,20.06,3.21,78.4,3.1
2021-05-23,24.76,29.38,20.67,0.51,76.87,3.35
2021-05-24,23.97,28.41,20.61,0.06,75.43,3.26
2021-05-25,23.04,25.9,20.83,9.37,85.96,3.33
2021-05-26,24.1,29.91,19.32,0.3,76.2,4.85
2021-05-27,24.33,30.0,20.67,0.01,74.16,3.75
2021-05-28,25.25,32.28,19.65,0.0,70.03,3.91
2021-05-29,25.36,32.35,19.84,4.03,70.37,3.24
2021-05-30,25.2,32.24,19.93,3.02,72.95,3.36
2021-05-31,25.59,31.55,20.53,0.56,73.43,3.26
2021-06-01,25.85,31.62,20.96,4.62,74.98,2.42
2021-06-02,25.23,29.53,21.42,1.42,77.55,1.84
2021-06-03,24.72,28.19,21.42,15.48,79.01,0.65
2021-06-04,23.61,26.85,21.75,21.55,86.32,2.41
2021-06-05,22.23,24.79,19.7,12.96,84.36,1.96
2021-06-06,24.09,30.21,18.77,0.19,72.91,2.07
2021-06-07,23.23,27.87,19.74,0.63,78.89,2.66
2021-06-08,24.83,31.36,19.48,0.03,72.28,3.22
2021-06-09,24.15,29.85,19.7,1.42,77.55,3.85
2021-06-10,24.29,30.24,20.22,0.02,74.73,4.13
2021-06-11,23.32,27.52,20.21,0.0,77.79,4.16
2021-06-12,22.52,27.48,19.42,1.69,75.53,5.44
2021-06-13,22.95,29.48,18.34,1.37,72.7,5.48
2021-06-14,22.68,27.9,19.04,0.65,77.64,6.3
2021-06-15,22.59,26.35,20.03,0.98,79.81,5.18
2021-06-16,23.88,28.58,20.67,0.73,75.01,5.29
2021-06-17,23.84,29.24,20.31,0.9,78.15,5.03
